ID_Pregunta,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_Correcta,Comentario_A,Comentario_B,Comentario_C,Comentario_Correcta,Estado,ID_Video,ID_Area,ID_Tema
PREG214, Caso: Para integrar sensores inteligentes a la red se requiere conocer sus características técnicas. ¿Qué parámetro es clave para su integración?, Color del sensor, Longitud del cable de conexión, no aplica, Dirección IP o ID de dispositivo,Incorrecto.  Color del sensor no es la mejor opción para resolver el caso descrito. Revisa las características de  color del sensor y su aplicación práctica.,Incorrecto.  Longitud del cable de conexión no es la mejor opción para resolver el caso descrito. Revisa las características de  longitud del cable de conexión y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Dirección IP o ID de dispositivo es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG215, Caso: Un estudiante configura una red CAN para la comunicación entre microcontroladores. ¿Qué propiedad clave distingue a CAN?, Alta latencia en transmisión, Transmisión exclusiva de video, no aplica, Comunicación robusta y tolerante a fallos,Incorrecto.  Alta latencia en transmisión no es la mejor opción para resolver el caso descrito. Revisa las características de  alta latencia en transmisión y su aplicación práctica.,Incorrecto.  Transmisión exclusiva de video no es la mejor opción para resolver el caso descrito. Revisa las características de  transmisión exclusiva de video y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Comunicación robusta y tolerante a fallos es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG216, Caso: Para diagnosticar errores en la red industrial se desea usar una herramienta que monitoree el tráfico en tiempo real. ¿Cuál es la más adecuada?, Paint, Word, no aplica, Analizador de protocolos (sniffer),Incorrecto.  Paint no es la mejor opción para resolver el caso descrito. Revisa las características de  paint y su aplicación práctica.,Incorrecto.  Word no es la mejor opción para resolver el caso descrito. Revisa las características de  word y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Analizador de protocolos (sniffer) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG217, Caso: En un entorno industrial ruidoso se requiere comunicación sin cables. ¿Qué tecnología inalámbrica industrial puede emplearse con confiabilidad?, Wi-Fi casero de 2.4 GHz, Infrarrojo, no aplica, WirelessHART,Incorrecto.  Wi-Fi casero de 2.4 GHz no es la mejor opción para resolver el caso descrito. Revisa las características de  wi-fi casero de 2.4 ghz y su aplicación práctica.,Incorrecto.  Infrarrojo no es la mejor opción para resolver el caso descrito. Revisa las características de  infrarrojo y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  WirelessHART es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG218, Caso: Un sistema requiere ajustar automáticamente el nivel de presión de un tanque según la demanda. ¿Qué tipo de control debe implementarse?, Control fijo sin cambios, Ajuste manual por operador, no aplica, Control en lazo cerrado PID,Incorrecto.  Control fijo sin cambios no es la mejor opción para resolver el caso descrito. Revisa las características de  control fijo sin cambios y su aplicación práctica.,Incorrecto.  Ajuste manual por operador no es la mejor opción para resolver el caso descrito. Revisa las características de  ajuste manual por operador y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Control en lazo cerrado PID es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG219, Caso: Para evitar errores en una máquina automática se desea implementar un sistema de paro de emergencia. ¿Qué elemento debe incluirse?, Diodo de señal, Transformador de aislamiento, no aplica," Botón pulsador tipo ""parada de emergencia""",Incorrecto.  Diodo de señal no es la mejor opción para resolver el caso descrito. Revisa las características de  diodo de señal y su aplicación práctica.,Incorrecto.  Transformador de aislamiento no es la mejor opción para resolver el caso descrito. Revisa las características de  transformador de aislamiento y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Botón pulsador tipo ""parada de emergencia"" es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG220, Caso: Un proceso industrial requiere que se ejecute una acción exacta cada vez que ocurre un evento externo. ¿Qué técnica de programación es más adecuada?, Delay prolongado, Lectura manual, no aplica, Uso de interrupciones,Incorrecto.  Delay prolongado no es la mejor opción para resolver el caso descrito. Revisa las características de  delay prolongado y su aplicación práctica.,Incorrecto.  Lectura manual no es la mejor opción para resolver el caso descrito. Revisa las características de  lectura manual y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Uso de interrupciones es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG221, Caso: En una planta embotelladora se requiere contar botellas con precisión. ¿Qué tipo de sensor y control pueden implementarse?, Sensor térmico y control manual, Sensor ultrasónico y visualización, no aplica, Sensor óptico y control automático en lazo cerrado,Incorrecto.  Sensor térmico y control manual no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor térmico y control manual y su aplicación práctica.,Incorrecto.  Sensor ultrasónico y visualización no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor ultrasónico y visualización y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Sensor óptico y control automático en lazo cerrado es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG222, Caso: Un controlador industrial debe mantener estable la temperatura de un horno. ¿Qué parámetro es fundamental para configurar el sistema de control?, Potencia de la red eléctrica, Color del termómetro, no aplica, Ganancia proporcional del controlador,Incorrecto.  Potencia de la red eléctrica no es la mejor opción para resolver el caso descrito. Revisa las características de  potencia de la red eléctrica y su aplicación práctica.,Incorrecto.  Color del termómetro no es la mejor opción para resolver el caso descrito. Revisa las características de  color del termómetro y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Ganancia proporcional del controlador es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG223, Caso: En un sistema automatizado se desea evitar el uso de sensores adicionales mediante modelado del proceso. ¿Qué técnica puede aplicarse?, Automatización por relés, Detección óptica redundante, no aplica, Control predictivo basado en modelo,Incorrecto.  Automatización por relés no es la mejor opción para resolver el caso descrito. Revisa las características de  automatización por relés y su aplicación práctica.,Incorrecto.  Detección óptica redundante no es la mejor opción para resolver el caso descrito. Revisa las características de  detección óptica redundante y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Control predictivo basado en modelo es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
